show_id,type,title,director,cast,country,release_year,duration,listed_in
s1525,movie,Braven,Lin Oeding,Jason Momoa; Garret Dillahunt; Jill Wagner; Stephen Lang; Sasha Rosoff; Sala Baker; Fraser Aitcheson; Teach Grant; Glenn Ennis; Todd Scott; Zahn McClarnon; Brendan Fletcher,Canada,2018,94 min,Action & Adventure
s1600,movie,Break,Marc Fouchard,Sabrina Ouazani; Kvin Mischel; Hassam Ghancy; Slimane; Maxime Pambet; Camille Japy; Christophe Reymond,France; Belgium,2018,96 min,Comedies; Dramas; International Movies
s6376,movie,Breath,Simon Baker,Samson Coulter; Ben Spence; Simon Baker; Elizabeth Debicki; Richard Roxburgh; Rachael Blake; Jacek Koman,Australia,2018,116 min,Dramas; Sports Movies
s4715,movie,Brij Mohan Amar Rahe,Nikhil Nagesh Bhat,Arjun Mathur; Nidhi Singh; Manav Vij; Sheetal Thakur; Sunny Hinduja; Yogendra Tikku; Vijayant Kohli,India,2018,100 min,Comedies; Dramas; International Movies
s4412,movie,Bucket List,Tejas Prabha Vijay Deoskar,Madhuri Dixit; Sumeet Raghvan; Renuka Shahane; Milind Pathak; Vandana Gupte; Pradeep Velankar; Shubha Khote; Resham Tipnis,India,2018,129 min,Dramas; International Movies
s4054,movie,Budapest,Xavier Gens,Manu Payet; Jonathan Cohen; Monsieur Poulpe; Alice Beladi; Alix Poisson,France; Belgium,2018,103 min,Comedies; International Movies
s6387,movie,Buffalo Boys,Mike Wiluan,Yoshua Sudarso; Ario Bayu; Pevita Pearce; Tio Pakusadewo; Reinout Bussemaker; Mikha Tambayong; Happy Salma; Alex Abbad; Zack Lee,Indonesia; Singapore,2018,103 min,Action & Adventure; International Movies
s3023,movie,Bulbul Can Sing,Rima Das,Arnali Das; Manoranjan Das; Banita Thakuriya; Manabendra Das; Deepjyoti Kalita; Pakija Begum,India,2018,95 min,Dramas; Independent Movies; International Movies
s6389,movie,Bullitt County,David McCracken,Mike C. Nelson; Jenni Melear; David McCracken; Napoleon Ryan; Dorothy Lyman; Richard Riehle,United States,2018,98 min,Independent Movies; Thrillers
s6393,movie,Burning,Lee Chang-dong,Yoo Ah-in; Steven Yeun; Jun Jong-seo; Kim Soo-kyung; Moon Sung-keun; ChoI Seung-ho,South Korea; Japan,2018,148 min,Dramas; Independent Movies; International Movies
s4398,movie,BuyBust,Erik Matti,Anne Curtis; Brandon Vera; Victor Neri; Arjo Atayde; Levi Ignacio; Alex Calleja; Lao Rodriguez; Joross Gamboa; Ricky Pascua; Nonie Buencamino,Philippines,2018,128 min,Action & Adventure; International Movies
s6403,movie,Cake,Asim Abbasi,Aamina Sheikh; Sanam Saeed; Adnan Malik; Mohammad Ahmad; Beo Rana Zafar; Faris Khalid; Hira Hussain; Mikaal Zulfiqar,United Kingdom; Pakistan,2018,125 min,Comedies; Dramas; International Movies
s4807,movie,Calibre,Matt Palmer,Jack Lowden; Martin McCann; Tony Curran; Ian Pirie; Cameron Jack,United Kingdom,2018,101 min,Dramas; International Movies; Thrillers
s4383,movie,Cam,Daniel Goldhaber,Madeline Brewer; Patch Darragh; Melora Walters; Devin Druid; Imani Hakim; Michael Dempsey; Flora Diaz; Samantha Robinson; Jessica Parker Kennedy; Quei Tann,United States,2018,95 min,Horror Movies; Independent Movies; Thrillers
s4769,movie,Camarn: The Film,Alexis Morante,Juan Diego,Spain,2018,105 min,Documentaries; International Movies; Music & Musicals
s4908,movie,Candy Jar,Ben Shelton,Christina Hendricks; Helen Hunt; Uzo Aduba; Sami Gayle; Jacob Latimore,United States,2018,93 min,Children & Family Movies; Dramas; Romantic Movies
s3532,movie,Care of Kancharapalem,Maha Venkatesh,Subba Rao Vepada; Radha Bessy; Kesava Karri; Nithyasri Goru; Karthik Rathnam; Praneetha Patnaik; Mohan Bhagath; Praveena Paruchuri,India,2018,142 min,Comedies; Dramas; Independent Movies
s4867,movie,Carlos Ballarta: Furia era,Ral Campos; Jan Suter,Carlos Ballarta,Mexico,2018,63 min,Stand-Up Comedy
s4856,movie,Catching Feelings,Kagiso Lediga,Kagiso Lediga; Pearl Thusi; Akin Omotoso; Andrew Buckland,South Africa,2018,117 min,Comedies; International Movies; Romantic Movies
s1497,movie,Cemara's Family,Yandy Laurens,Ringgo Agus Rahman; Nirina Zubir; Zara JKT48; Widuri Puteri; Ariyo Wahab; Asri Welas; Abdurrahman Arif; Kafin Sulthan,Indonesia,2018,110 min,Children & Family Movies; Dramas; International Movies
s6444,movie,Change in the Air,Dianne Dreyer,Mary Beth Hurt; Rachel Brosnahan; Aidan Quinn; Olympia Dukakis; M. Emmet Walsh; Peter Gerety; Macy Gray; Satya Bhabha,United States,2018,95 min,Dramas
s6462,movie,Chhota Bheem Aur Kaala Yodha,Sidheswar Shukla; Asit Mohapatra,Julie Tejwani; SABINA MALIK; Jigna Bharadhwaj; Rupa Bhimani; Lalit Agarwal; Rajesh Shukla; Disha; Rajesh Kawa; Raju,Unknown,2018,63 min,Movies
s6463,movie,Chhota Bheem Ka Romani Adventure,Asit Mohapatra; Shyamal Chaulia,Julie Tejwani; SABINA MALIK; Jigna Bharadhwaj; Rupa Bhimani; Lalit Agarwal; Rajesh Shukla; Disha; Rajesh Kawa; Raju,Unknown,2018,62 min,Children & Family Movies
s6464,movie,Chhota Bheem Ka Troll Se Takkar,Shyamal Chaulia; Asit Mohapatra,Julie Tejwani; SABINA MALIK; Jigna Bharadhwaj; Rupa Bhimani; Lalit Agarwal; Rajesh Shukla; Disha; Rajesh Kawa; Raju,Unknown,2018,62 min,Movies
s6468,movie,Chief Daddy,Niyi Akinmolayan,Taiwo Obileye; Joke Silva; Falz The Bahd Guy; Dakore Akande; Funke Akindele; Zainab Balogun; Shaffy Bello; Ini Edo; Linda Ihuoma-Suleiman; Mawuli Gavor; Richard Mofe-Damijo; Rachael Oniga; Nkem Owoh; Patience Ozokwor,Nigeria,2018,98 min,Comedies; Dramas; International Movies
s5040,movie,Chris Rock: Tamborine,Bo Burnham,Chris Rock,United States,2018,65 min,Stand-Up Comedy
s3333,movie,Christmas Survival,James Dearden,Julian Ovenden; Gemma Whelan; Joely Richardson; Michael Landes; Sally Phillips; Patricia Hodge; Ronni Ancona; James Fox; Sophie Simnett; Jade Ma,United Kingdom,2018,101 min,Comedies
s4429,movie,Christmas With A View,Justin G. Dyck,Scott Cavalheiro; Kaitlyn Leeb; Vivica A. Fox; Patrick Duffy; Jess Walton; Mark Ghanim,Canada,2018,91 min,International Movies; Romantic Movies
s1740,movie,Christmas with a Prince,Justin G. Dyck,Kaitlyn Leeb; Nick Hounslow; Josh Dean; Melinda Shankar; Liam MacDonald; Ilamaria Ebrahim; Charles Shaughnessy; Julia Baldwin,Canada,2018,86 min,Comedies; Dramas; Romantic Movies
s6482,movie,Christopher Robin,Marc Forster,Ewan McGregor; Hayley Atwell; Bronte Carmichael; Mark Gatiss; Jim Cummings; Brad Garrett; Nick Mohammed; Peter Capaldi,United States,2018,104 min,Children & Family Movies; Comedies; Dramas
s3671,movie,Cities of Last Things,Wi Ding Ho,Jack Kao; Lee Hong-chi; Louise Grinberg; Huang Lu; Ding Ning,Taiwan; China; France; United States,2018,106 min,Dramas; Independent Movies; International Movies
s6495,movie,Class Rank,Eric Stoltz,Olivia Holt; Skyler Gisondo; Kristin Chenoweth; Bruce Dern; Nick Krause; Kathleen Chalfant; Peter Maloney; Rod McLachlan; Hawn Tran; Danni Wang,United States,2018,103 min,Comedies
s2982,movie,Close Enemies,David Oelhoffen,Matthias Schoenaerts; Reda Kateb; Adel Bencherif; Sofiane Zermani; Sabrina Ouazani; Gwendolyn Gourvenec; Nicolas Giraud; Yann Goven; Astrid Whettnall; Ahmed Benaissa; Marc Barb,France; Belgium,2018,112 min,Dramas; International Movies
s4491,movie,Club de Cuervos Presents: I; Potro,Marcos Bucay,Joaqun Ferreira; Marcela lvarez; Benjamn Alfonso; Emilia Claudeville; Mauricio Llera; Sol Gaschetto; Martn Seefeld; Martn Rocco; Gonzalo VIzn,Mexico; Argentina,2018,51 min,Movies
s4750,movie,Coco y Raulito: Carrusel de ternura,Ral Campos; Jan Suter,Coco Celis; Ral Meneses,Mexico,2018,57 min,Stand-Up Comedy
s4929,movie,Come Sunday,Joshua Marston,Chiwetel Ejiofor; Martin Sheen; Danny Glover; Jason Segel; Condola Rashad; Lakeith Stanfield; Stacey Sargeant; Vondie Curtis-Hall,United States,2018,105 min,Dramas; Faith & Spirituality; Independent Movies
s6538,movie,Counterfeiting in Suburbia,Jason Bourque,Sarah Butler; Larissa Albuquerque; Kayla Wallace; Matthew MacCaull; James Dean; Alison Wandzura; Bruce Blain; Natalie Grace; Phillip Mitchell,Canada,2018,88 min,Dramas; Thrillers
s2578,movie,Cracked Up: The Darrell Hammond Story,Michelle Esrick,Darrell Hammond,United States,2018,97 min,Documentaries
s3210,movie,Crazy people,Moses Inwang,Ramsey Nouah; Chigul; Sola Sobowale; Ireti Doyle; Ben Touitou; Francis Onwochei; Ememobong Nkana; Emem Inwang; Patrick Onyeke,Nigeria,2018,107 min,Comedies; International Movies; Thrillers
s4337,movie,Crossroads: One Two Jaga,Nam Ron,Zahiril Adzim; Ario Bayu; Asmara Abigail; Rosdeen Suboh; Amerul Affendi; Iedil Putra; Timothy Castillo; Chew Kin Wah; Along Eyzendy; Nam Ron,Malaysia,2018,81 min,Dramas; International Movies
s2781,movie,Curtiz,Tamas Yvan Topolanszky,Ferenc Lengyel; Evelin Dobos; Declan Hannigan; Scott Alexander Young; Jzsef Gyabronka; Nikolett Barabas; Yan Feldman; Rafael Feldman; Christopher Krieg; Andrew Hefler; Lili Bordn,Hungary,2018,99 min,Dramas; International Movies
s2020,movie,Cycle,Prakash Kunte,Hrishikesh Joshi; Bhalchandra Kadam; Priyadarshan Jadhav; Deepti Lele; Manoj Kolhatkar; Maithili Patwardhan,India,2018,96 min,Comedies; Dramas; International Movies
s3646,movie,D.L. Hughley: Contrarian,Jay Chapman,D.L. Hughley,United States,2018,58 min,Stand-Up Comedy
s1964,movie,DTC Yukemuri Junjo Hen From High & Low,Norihisa Hiranuma,Kenjiro Yamashita; Kanta Sato; Taiki Sato; Masayasu Yagi; Kousei Amano; Miu Arai; Taro Suruga; Yuko Fueki; Tomoki Hirose; Ryo Matsuda; Masaru Mizuno; Shunsuke Tanaka; Fumihiko Tachiki; Eri Murakawa; Katsuya Kobayashi,Japan,2018,102 min,Dramas; International Movies
s4877,movie,Dany Boon: Des Hauts De France,Isabelle Nanty,Dany Boon,France,2018,113 min,Stand-Up Comedy
s4889,movie,Darc,Julius R. Nasso,Tony Schiena; Armand Assante; Kippei Shiina; Sho Ikushima; Vienna Hehir; Tetsu Watanabe; Grand Master John U. Kim; Dawn Olivieri,United States,2018,98 min,Action & Adventure; Independent Movies
s4944,movie,Day of the Dead: Bloodline,Hctor Hernndez Vicens,Johnathon Schaech; Sophie Skelton; Marcus Vanco; Jeff Gum; Lillian Blankenship; Ulyana Chan; Shari Watson; Atanas Srebrev,Bulgaria,2018,91 min,Horror Movies; Independent Movies
s6575,movie,De Film van Dylan Haegens,Dylan Haegens; Bas van Teylingen,Dylan Haegens; Nick Golterman; Marit Brugman; Ilse Warringa; Teun Peters; Patrick Stoof; Rick Vermeulen; Rico Verhoeven,Netherlands,2018,81 min,Comedies; International Movies
s6577,movie,Dead in a Week (Or Your Money Back),Tom Edmunds,Tom Wilkinson; Aneurin Barnard; Freya Mavor; Marion Bailey; Christopher Eccleston; Nigel Lindsay; Velibor Topic,United Kingdom,2018,90 min,Comedies
s6579,movie,Deadly Scholars,Danny J. Boyle,Kennedy Lea Slocum; Corey Fogelmanis; Alexa Mansour; Peyton Clark; Sheryl Lee; Sherri Saum; Eric Stanton Betts; Paris Berelc; Pedro Correa; Alissa Latow,United States,2018,86 min,Dramas; Thrillers
s4137,movie,Dear Ex,Hsu Chih-yen; Mag Hsu,Roy Chiu; Hsieh Ying-xuan; Joseph Huang; Spark Chen,Taiwan,2018,100 min,Comedies; Dramas; International Movies
s3483,movie,Deliha 2,Gupse zay,Gupse zay; Eda Ece; Aksel Bonfil; Derya Alabora; Esin Eden; Hlya Duyar; Ali elik; Mert ner,Turkey,2018,102 min,Comedies; International Movies
s6591,movie,Delirium,Dennis Iliadis,Topher Grace; Genesis Rodriguez; Patricia Clarkson; Callan Mulvey; Robin Thomas; Daisy McCrackin,United States,2018,96 min,Horror Movies; Thrillers
s3647,movie,Demetri Martin: The Overthinker,Jay Karas; Demetri Martin,Demetri Martin,United States,2018,56 min,Stand-Up Comedy
s6593,movie,Den of Thieves,Christian Gudegast,Gerard Butler; Pablo Schreiber; O'Shea Jackson Jr.; 50 Cent; Meadow Williams; Maurice Compte; Brian Van Holt; Evan Jones; Mo McRae; Kaiwi Lyman,United States,2018,140 min,Action & Adventure
s4821,movie,Derren Brown: Miracle,Unknown,Derren Brown,United Kingdom,2018,74 min,International Movies
s4492,movie,Derren Brown: Sacrifice,Unknown,Derren Brown,Unknown,2018,50 min,Movies
s5024,movie,Derren Brown: The Push,Unknown,Derren Brown,United Kingdom,2018,69 min,Movies
s6595,movie,Desolate,Frederick Cipoletti,Will Brittain; Callan Mulvey; Tyson Ritter; Bill Tangradi; Natasha Bassett; James Russo; Jonathan Rosenthal; Juston Street; Mark Kassen; Takuya Iba; Michael Rhys Kan; Jack Conley; Trieu Tran,Unknown,2018,88 min,Dramas; Thrillers
s6606,movie,Di Renjie zhi Sidatianwang,Hark Tsui,Mark Chao; Feng Shaofeng; Kenny Lin; Carina Lau; Ethan Juan; Sandra Ma,China; Hong Kong,2018,132 min,Action & Adventure; International Movies; Sci-Fi & Fantasy
s2148,movie,Diamonds in the Sky,Kunle Afolayan,Joke Silva; Omowunmi Dada; Bimbo Akintola; Femi Adebayo; Kayode Olaiya; Ali Nuhu; Yvonne Jegede; Toyin Abraham; Adebayo Salami; Ayo Mogaji; Magaji Mijinyawa,Unknown,2018,113 min,Dramas; International Movies
s2532,movie,Dilan 1990,Fajar Bustomi; Pidi Baiq,Vanesha Prescilla; Iqbaal Ramadhan; Debo Andryos; Giulio Parengkuan; Omara Esteghlal; Yoriko Angeline; Zulfa Maharani; Brandon Salim,Indonesia,2018,109 min,Dramas; International Movies; Romantic Movies
s1837,movie,Disconnect,David 'Tosh' Gitonga; Michael Jones,Brenda Wairimu; Nick Mutuma; Catherine Kamau; Pascal Tokodi; Patricia Kihoro; Pierra Makena; Bridget Shighadi; Brian Ogola; Illya Frank; Aseem Sharma; Arthur Sanya; Justin Mirichii; Maqbul Mohammed,Kenya,2018,107 min,Comedies; International Movies; Romantic Movies
s4473,movie,Dovlatov,Aleksey German,Milan Maric; Danila Kozlovsky; Helena Sujecka; Artur Beschastny; Anton Shagin; Svetlana Khodchenkova; Elena Lyadova; Piotr Gasowski; Eva Gerr; Hanna Sleszynska,Russia; Poland; Serbia,2018,126 min,Dramas; International Movies
s1993,movie,Dr Jason Leong Hashtag Blessed,Kubhaer T. Jethwani,Jason Leong,Unknown,2018,69 min,Stand-Up Comedy
s6641,movie,Dr. Seuss' The Grinch,Scott Mosier; Yarrow Cheney,Benedict Cumberbatch; Cameron Seely; Rashida Jones; Pharrell Williams; Kenan Thompson; Angela Lansbury,France; China; Japan; United States,2018,86 min,Children & Family Movies; Comedies
s6651,movie,Driven to Dance,Unknown,Juliet Doherty; Kaitlyn Black,United States,2018,99 min,Dramas
s3833,movie,Dry Martina,Che Sandoval,Antonella Costa; Patricio Contreras; Geraldine Neary; Pedro Campos; lvaro Espinosa,Chile; Argentina,2018,100 min,Dramas; Independent Movies; International Movies
s4795,movie,Duck Butter,Miguel Arteta,Alia Shawkat; Laia Costa; Mae Whitman; Hong Chau; Kate Berlant; Lindsay Burdge; Kumail Nanjiani; Mark Duplass; Jay Duplass; Jenny O'Hara,United States,2018,94 min,Dramas; Independent Movies; Lgbtq Movies
s4761,movie,Duck Duck Goose,Chris Jenkins,Jim Gaffigan; Zendaya; Lance Lim; Greg Proops; Reggie Watts; Carl Reiner; Jennifer Grey; Stephen Fry; Diedrich Bader; Natasha Leggero; Craig Ferguson; Rick Overton,China; United States; United Kingdom,2018,92 min,Children & Family Movies; Comedies
s4921,movie,Dude,Olivia Milch,Lucy Hale; Kathryn Prescott; Alexandra Shipp; Awkwafina; Alex Wolff; Brooke Smith; Jerry MacKinnon; Ronen Rubenstein; Satya Bhabha; Sydney Lucas,United States,2018,97 min,Comedies; Dramas; Independent Movies
s4318,movie,Dumplin',Anne Fletcher,Danielle Macdonald; Jennifer Aniston; Odeya Rush; Maddie Baillio; Bex Taylor-Klaus; Luke Benward; Georgie Flores; Dove Cameron; Harold Perrineau; Kathy Najimy; Ginger Minj; Hilliary Begley,United States,2018,110 min,Comedies; Dramas; Independent Movies
s4189,movie,Echcharikkai,Sarjun,Sathyaraj; Varalakshmi Sarathkumar; Kishore Kumar G.; Vivek Rajgopal; Jayakumar; Yogi Babu; Soundar; L. Alice,India,2018,127 min,International Movies; Thrillers
s4435,movie,Edge of Fear,Bobby Roth,Shen Lin; Robert Patrick; Zhu Zhu; Jodi Lyn O'Keefe; Robert Knepper; Amaury Nolasco; Rockmond Dunbar; Andy Mackenzie; Robert Crayton; John Edward Lee; Trent Brya,United States,2018,92 min,Independent Movies; Thrillers
s3533,movie,Ee Nagaraniki Emaindi,Tharun Bhascker,Vishwaksen Naidu; Sushanth Reddy; Abhinav Gomatam; Venkatesh Kakumanu; Anisha Ambrose; Simran Choudhary,India,2018,133 min,Comedies; Independent Movies; International Movies
s6667,movie,Eeda,Ajithkumar,Shane Nigaam; Nimisha Sajayan; Manikandan R. Achari; Alencier Ley Lopez; Sujith Sankar; P. Balachandran; Sudhi Koppa,India,2018,153 min,Dramas; International Movies; Romantic Movies
s3092,movie,El Pepe; a Supreme Life,Emir Kusturica,Jos Mujica; Emir Kusturica,Argentina; Uruguay; Serbia,2018,73 min,Documentaries; International Movies
s4214,movie,El Potro: Unstoppable,Lorena Munoz,Jimena Barn; Rodrigo Romero; Diego Cremonesi; Daniel Aroz; Malena Snchez; Julieta Vallina; Florencia Pea; Simja Dujov; Adan Otero; Fernn Mirs,Unknown,2018,122 min,Dramas; International Movies; Music & Musicals
s4767,movie,El club de los buenos infieles,Unknown,Ral Fernndez; Fele Martnez; Juanma Cifuentes; Hovik Keuchkerian; Albert Ribalta; Jordi Vilches; Adrin Lastra; Raquel Salvador; Marta Brucart; Betsy Turnez,Spain,2018,85 min,Comedies; International Movies
s4355,movie,El club de los insomnes,Joseduardo Giordano; Sergio Goyri Jr.,Cassandra Ciangherotti; Leonardo Ortizgris; Alejandra Ambrosi; Alexandra De La Mora; Mnica Dionne; Sergio Goyri; Fernando Becerril; Humberto Busto; Marco Mndez; Alejandra Urdian; Khristian Clausen; Fernando Lujn,Mexico,2018,82 min,Dramas; International Movies
s3704,movie,El testigo,Kate Horne,Jess Abad Colorado,Colombia; Peru; United Kingdom,2018,73 min,Documentaries; International Movies
s1847,movie,El-Khawaga's Dilemma,Peter Mimi,Hassan El Raddad; Mohamed Lotfy; Hana El Zahed; Hassan Hosny; Majed El Masry; Mohamed Ezz; Samia Trabelsi; Yasser Al Zankalouni; Ahmed El Sobky; Bayoumi Fouad,Egypt,2018,94 min,Action & Adventure; Comedies; International Movies
s1754,movie,Elliot the Littlest Reindeer,Jennifer Westcott,Josh Hutcherson; Samantha Bee; Martin Short; Morena Baccarin; Jeff Dunham; John Cleese,Canada,2018,90 min,Children & Family Movies
s4916,movie,Enissa Amani: Ehrenwort,Max Amini,Enissa Amani,Germany,2018,66 min,Stand-Up Comedy
s6701,movie,Entanglement,Jason James,Thomas Middleditch; Jess Weixler; Diana Bang; Randal Edwards; Marilyn Norry; Johannah Newmarch; Nicole LaPlaca,Canada,2018,85 min,Dramas; Independent Movies; Romantic Movies
s4513,movie,Errementari: The Blacksmith and the Devil,Paul Urkijo Alijo,Kandido Uranga; Uma Bracaglia; Eneko Sagardoy; Ramn Agirre; Josean Bengoetxea; Gotzon Snchez; Jos Ramn Argoitia; Gorka Aguinagalde; Iigo de la Iglesia; Aitor Urtzelai,Spain; France,2018,99 min,Horror Movies; International Movies; Sci-Fi & Fantasy
s6708,movie,Ethirmarai,Unknown,Ramanathan; Rakesh,India,2018,91 min,International Movies; Music & Musicals; Thrillers
s6709,movie,Euphoria,Valeria Golino,Riccardo Scamarcio; Valerio Mastandrea; Isabella Ferrari; Valentina Cervi; Jasmine Trinca; Andrea Germani; Marzia Ubaldi; Iaia Forte,Italy,2018,110 min,Dramas; International Movies; Lgbtq Movies
s4073,movie,Evening Shadows,Sridhar Rangayan,Mona Ambegaonkar; Anant Mahadevan; Devansh Doshi; Arpit Chaudhary; Yamini Singh; Abhay Kulkarni; Veena Nair; Disha Thakur,India,2018,102 min,Dramas; Independent Movies; International Movies
s1808,movie,Exes Baggage,Dan Villegas,Angelica Panganiban; Carlo Aquino; Dionne Monsanto,Philippines,2018,103 min,Dramas; International Movies; Romantic Movies
s4752,movie,Extinction,Ben Young,Michael Pea; Lizzy Caplan; Israel Broussard; Mike Colter; Emma Booth; Lex Shrapnel; Erica Tremblay; Lilly Aspell,United States,2018,95 min,Action & Adventure; Dramas; Sci-Fi & Fantasy
s4296,movie,F.R.E.D.I.,Sean Olson,Kelly Hu; Angus Macfadyen; Candace Cameron Bure; Lucius Hoyos; Reid Miller; Tyler Christopher; Casimere Jollette; Christina Cox; Texas Battle; Harvey Guillen,United States,2018,90 min,Children & Family Movies; Sci-Fi & Fantasy
s5061,movie,Fakkah Fuzz: Almost Banned,Michael McKay,Fakkah Fuzz,Singapore,2018,61 min,Stand-Up Comedy
s3114,movie,Falz Experience,Falz,Falz; Adunni Ade; Bisola Aiyeola; Frank Donga,Unknown,2018,82 min,International Movies; Music & Musicals
s4873,movie,Family Blood,Sonny Mallhi,James Ransone; Vinessa Shaw; Ajiona Alexus; Colin Ford,United States,2018,92 min,Horror Movies
s2534,movie,Fan of Amoory,Salmeen AlMurry Amer,AlMulla AbdulRahman; Mansour Al Felei; Abdullah Bin Heider; Alhamadi Hamad; Alzaabi Matar; AlBloushi Mayed; Althogali Saif; Alaa Shakir,United Arab Emirates,2018,109 min,Children & Family Movies; Dramas; International Movies
s1645,movie,Fantastica,Barry Gonzalez,Vice Ganda; Richard Gutierrez; Dingdong Dantes; Bela Padilla,Philippines,2018,114 min,Comedies; International Movies; Lgbtq Movies
s4945,movie,Fary Is the New Black,Kader Aoun,Fary,France,2018,75 min,Stand-Up Comedy
s4762,movie,Father of the Year,Unknown,David Spade; Nat Faxon; Joey Bragg; Matt Shively; Bridgit Mendler; Jackie Sandler; Mary Gillis,United States,2018,95 min,Comedies
s3549,movie,Feo pero sabroso,Fernando Aylln,Ivn Marn; Lina Cardona; Carlos Barbosa; Ana Cristina Botero; Karine Amaya; Fabiola Posada; Nelson Polana; Andrea Carvajal; Roco Tavera; Alberto Saavedra; Christian Lpez; Jorge Herrera; Ricardo Quevedo,Colombia,2018,91 min,Comedies; International Movies
s4850,movie,Fernando Sanjiao: Hombre,Ral Campos; Jan Suter,Fernando Sanjiao,Argentina,2018,63 min,Stand-Up Comedy
s6759,movie,First Impression,Arthur Muhammad,Lamman Rucker; Lisa Arrindell Anderson; Elise Neal; Kendrick Cross,United States,2018,96 min,Comedies; Romantic Movies
s3466,movie,First Kiss,Roy Poortmans,Vajn van den Bosch; Buddy Vedder; Leontine Borsato; Caroline de Bruijn; Stijn Fransen; Marije Zuurveld,Netherlands,2018,90 min,Dramas; International Movies; Romantic Movies
s1710,movie,First Love,Paul Soriano,Aga Muhlach; Bea Alonzo; Sandy Andolong; Albie Casio; Edward Barber; Maureen Mann; Tim Donadt; Giselle Toengi; Raymond Lauchengco; Beverly Salviejo,Philippines,2018,123 min,Dramas; International Movies; Romantic Movies
s4960,movie,First Match,Olivia Newman,Elvire Emanuelle; Yahya Abdul-Mateen II; Colman Domingo; Jharrel Jerome; Kim Ramirez; Jared Kemp; Allen Maldonado,United States,2018,103 min,Dramas; Independent Movies; Sports Movies
s4918,movie,Fishtronaut: The Movie,Clia Catunda; Kiko Mistrorigo; Rodrigo Eba,Fbio Lucindo; Celso Alves; Fernanda Bullara,Brazil,2018,78 min,Children & Family Movies
s4716,movie,Flavors of Youth: International Version,Xiaoxing Yi; Yoshitaka Takeuchi; Haoling Li,Taito Ban; Mariya Ise; Minako Kotobuki; Haruka Shiraishi; Hiroki Yasumoto; Takeo Otsuka; Ikumi Hasegawa; Takayuki Nakatsukasa,China; Japan,2018,74 min,Anime Features; International Movies; Romantic Movies
s6770,movie,Flock of Four,Gregory Caruso,Braeden Lemasters; Isaac Jay; Uriah Shelton; Dylan Riley Snyder; Coco Jones; Shane Harper; Nadji Jeter; Connor Paolo; Gatlin Green; Reg E. Cathey,United States,2018,83 min,Dramas; Independent Movies; Music & Musicals
s6781,movie,For the Birds,Richard Miron,Kathy Murphy,United States,2018,93 min,Documentaries
s2683,movie,For the Broken Hearted,Digo Ricio,Yassi Pressman; Sam Concepcion; Louise De Los Reyes; Shy Carlos; Marco Gumabao; Katya Santos; Andrea Del Rosario; Lander Vera Perez; Christopher Roxas,Philippines,2018,93 min,Dramas; International Movies; Romantic Movies
s4879,movie,Forgive Us Our Debts,Antonio Morabito,Marco Giallini; Claudio Santamaria; Jerzy Stuhr; Flonja Kodheli,Italy; Switzerland; Albania; Poland,2018,105 min,Dramas; International Movies
s4836,movie,Franco Escamilla: Por la ancdota,Ulises Valencia,Franco Escamilla,Mexico,2018,66 min,Stand-Up Comedy
s6797,movie,Freak Show,Trudie Styler,Alex Lawther; Abigail Breslin; AnnaSophia Robb; Ian Nelson; Celia Weston; Laverne Cox; Bette Midler; Willa Fitzgerald; Larry Pine; John McEnroe; Mickey Sumner; Daniel Bellomy; Wally Dunn; Marceline Hugot,United States,2018,91 min,Comedies; Dramas; Independent Movies
s2848,movie,Freaks,Adam B. Stein; Zach Lipovsky,Emile Hirsch; Bruce Dern; Lexy Kolker; Grace Park; Amanda Crew; Aleks Paunovic; Michelle Harrison,United States; Canada,2018,105 min,Independent Movies; Sci-Fi & Fantasy; Thrillers
s5046,movie,Fred Armisen: Standup For Drummers,Lance Bangs,Fred Armisen,Unknown,2018,65 min,Music & Musicals; Stand-Up Comedy
s4319,movie,Free Rein: The Twelve Neighs of Christmas,Marek Losey,Jaylen Barron; Billy Angel; Manpreet Bambra; Celine Buckens; Freddy Carter; Bruce Herbelin-Earle; Kerry Ingram; Charlotte Jordan; Geoff McGivern; Martin Bobb-Semple,Unknown,2018,58 min,Children & Family Movies; Dramas
s4567,movie,Freedom at Midnight,Tinu Pappachan,Antony Varghese; Vinayakan; Chemban Vinod Jose; Tito Wilson; Sinoj Varghese; Aswathy Manoharan,Unknown,2018,135 min,Dramas; Independent Movies; International Movies
s2458,movie,Freej Al Taibeen,Ahmed Zain,Ali Al Shehhi; Huda Al Ghanim; Muhammed Murshed; Yaser Alneyadi; Khaled Al-Nuaimi; Nasser Al-Dhahnani; Nawal Chamoun; Iman Husein,United Arab Emirates,2018,99 min,Comedies; Dramas; International Movies
s2933,movie,Fronteras,Andrew Dean,Steve Oropeza; Steven Sean Garland; Wade Everett; Randy Green; Cortez Chappell; Tori Osborn; Larry Coulter; Cris Acosta,United States,2018,106 min,Dramas; Independent Movies; Thrillers
s2225,movie,Funan,Denis Do,Brnice Bejo; Louis Garrel; Colette Kieffer; Aude-Laurence Clermont Biver; Brice Montagne; Franck Sasonoff; Herv Sogne; Maxime Baudoin; Tom Trouffier; Lila Lacombe; Cline Ront; Emilie Mari; Thierry Jahn,France; Belgium; Luxembourg; Cambodia;,2018,87 min,Dramas; International Movies
